title,domain,difficulty,duration,description,url
Health Informatics Specialization,Health,Beginner,10.0,Offered by Johns Hopkins University. Learn To Tackle Health IT & Big Data the Right Way. Become a leader in the dynamic and rapidly growing ... Enroll for free.,https://www.coursera.org/specializations/health-informatics
Healthcare IT Support Specialization,Information Technology,Beginner,10.0,Offered by Johns Hopkins University. Launch Your Career in Healthcare IT Support. Get a behind-the-scenes glimpse into the growing field of ... Enroll for free.,https://www.coursera.org/specializations/healthcare-it
High-Performance Leadership Specialization,Business,Intermediate,10.0,"Offered by IIMA - IIM Ahmedabad. High-Performance Leadership: Power, Influence, and Inner Stability. Build leadership skills to influence ... Enroll for free.",https://www.coursera.org/specializations/high-performance-leadership
Human Anatomy and Medical Terminology Fundamentals Specialization,Health,Beginner,10.0,Offered by MedCerts. Human Anatomy and Physiology for Allied Health. Learn the anatomical structures and terminology relevant to the human ... Enroll for free.,https://www.coursera.org/specializations/human-anatomy-medical-terminology-fundamentals
Human Resource Management: HR for People Managers Specialization,Business,Beginner,10.0,"Offered by University of Minnesota. Become a better manager of people. Develop strategies and skills for hiring, managing performance, and ... Enroll for free.",https://www.coursera.org/specializations/human-resource-management
Human Resources Management and GenAI Specialization,Business,Beginner,10.0,Offered by Coursera. Revolutionize HR with AI Tools. Enhance HR functions with AI-driven strategies. Enroll for free.,https://www.coursera.org/specializations/human-resources-management-and-genai
IA Para Todos (Español),General,Beginner,6.0,"La IA no es solo para ingenieros. Si desea que su organización esté mejor preparada en el uso de la IA, este es el curso que todos deberían hacer, especialmente sus colegas no técnicos. En este curso, aprenderá lo siguiente: - El significado detrás de la terminología común de IA, incluidos términos como redes neuronales, aprendizaje automático, aprendizaje profundo y ciencia de datos - Lo que la IA puede realmente hacer, y lo que no - Cómo detectar oportunidades para aplicar la IA a los proble",https://www.coursera.org/learn/ai-for-everyone-es
IBM & Darden Digital Strategy Specialization,Business,Beginner,10.0,Get ahead with key business and technical skills. Understand how current technologies are changing industry and create strategy to transform ... Enroll for free.,https://www.coursera.org/specializations/digital-strategy
IBM AI Developer Professional Certificate,Data Science,Beginner,96.0,"Offered by IBM. Kickstart your career in artificial intelligence. Build job-ready skills in AI technologies, generative AI models, and ... Enroll for free.",https://www.coursera.org/professional-certificates/applied-artifical-intelligence-ibm-watson-ai
IBM AI Engineering Professional Certificate,Data Science,Intermediate,160.0,Offered by IBM. Get job-ready as an AI engineer . Build the AI engineering skills and practical experience you need to catch the eye of an ... Enroll for free.,https://www.coursera.org/professional-certificates/ai-engineer
IBM AI Foundations for Business Specialization,Data Science,Beginner,10.0,This specialization will explain and describe the overall focus areas for business leaders considering AI-based solutions for business ... Enroll for free.,https://www.coursera.org/specializations/ibm-ai-foundations-for-business
IBM AI Product Manager Professional Certificate,Data Science,Beginner,10.0,Launch your career as an AI Product Manager. Build in-demand product management and generative AI skills to get job ready in 3 months or less. Enroll for free.,https://www.coursera.org/professional-certificates/ibm-ai-product-manager
IBM Applied DevOps Engineering Professional Certificate,Computer Science,Intermediate,10.0,Offered by IBM. Advance your career to high demand field of DevOps. Build on your software development skills with the latest DevOps ... Enroll for free.,https://www.coursera.org/professional-certificates/ibm-applied-devops-engineering
IBM Back-End Development Professional Certificate,General,Beginner,10.0,Offered by IBM. Prepare for a career as a back-end developer. Gain the in-demand skills and hands-on experience to get job-ready in less ... Enroll for free.,https://www.coursera.org/professional-certificates/ibm-backend-development
IBM Business Analyst Professional Certificate,Business,Beginner,5.0,"Get job-ready as a Business Analyst. Build the essential skills, technical expertise, and hands-on experience with key business analysis tools Enroll for free.",https://www.coursera.org/professional-certificates/ibm-business-analyst-professional-certificate
IBM Business Intelligence (BI) Analyst Professional Certificate,Data Science,Beginner,10.0,Launch your career in Business Intelligence. Gain the in-demand skills and hands-on experience to get job-ready in less than 4 months. No ... Enroll for free.,https://www.coursera.org/professional-certificates/bi-analyst
IBM Cybersecurity Analyst Professional Certificate,Computer Science,Beginner,160.0,Offered by IBM. Launch your career as a cybersecurity professional. Build job-ready skills and prep for the CompTIA Security+ exam with this ... Enroll for free.,https://www.coursera.org/professional-certificates/ibm-cybersecurity-analyst
